Directories,Files,Lines of Code (LOC),Cyclomatic Complexity / Lines of Code,Comment Lines of Code (CLOC),Non-Comment Lines of Code (NCLOC),Logical Lines of Code (LLOC),Namespaces,Interfaces,Traits,Classes,Abstract Classes,Concrete Classes,Average Class Length (LLOC),Methods,Non-Static Methods,Static Methods,Public Methods,Non-Public Methods,Average Method Length (LLOC),Cyclomatic Complexity / Number of Methods,Functions,Named Functions,Anonymous Functions,Constants,Global Constants,Class Constants,Attribute Accesses,Non-Static Attribute Accesses,Static Attribute Accesses,Method Calls,Non-Static Method Calls,Static Method Calls,Global Accesses,Global Variable Accesses,Super-Global Variable Accesses,Global Constant Accesses,Test Classes,Test Methods
6,11,646,0.172185430464,163,483,151,6,0,0,9,1,8,12.7777777778,27,22,5,20,7,4.25925925926,1.96296296296,0,0,0,0,0,0,36,32,4,44,36,8,0,0,0,0,0,0
